label,group,description,value,unit,rationale,reference,link
Ass_T_C_cost_per_trnsprt_ppl_cycle,ud,Durchnittliche Kosten pro pkm Rad,0.08689607229753216,€/Pkm,berechnet: 5 Mrd Invest (MFIVE) ./.  pkm Rad,MFIVE / berechnet aus Generator,
Ass_T_D_invest_pedestrians,ud,"Zusätzliche Investitionen zur Schaffung verkehrsberuhigter Bereiche für Fußgänger:innen nach dem Vorbild der Superblocks in Barcelona, Bau fußgängerfreundlicher Straßen in ländlichen Gebieten ",4.644808743169398,€/(EW*a),"berechnet aus Forderung der Initiative ""Kiezblocks"" in Höhe von 17 Mio €/a und den Einwohnern Berlins (3,66 Mio.)",Webseite Kiezblocks,https://www.kiezblocks.de/konzept/forderungen/
Ass_T_D_cycl_ratio_cargo_to_bikes,ud,Anteil Lastenradfahrer:innen an Radfahrer:innen,0.32,%,"Es ist schwierig, den Anteil an Lastenrädern an der Fahrrad-Verkehrsleistung vorherzusagen. Daher wurde das Ergebnis der Studie ""Ich entlaste Städte"" als Gradmesser genommen: ""32 Prozent der Teilnehmenden schafften sich dann tatsächlich nach Testende ein eigenes Lastenrad an.""",DLR 2021 Ich entlaste Städte S. 11,https://www.dlr.de/content/de/downloads/publikationen/broschueren/2021/projekt-ich-entlaste-staedte-ergebnisse.pdf?__blob=publicationFile&v=4
Ass_T_D_cycl_cargo_mlg,ud,durchschnittliche Fahrleistung Lastenrad pro Jahr,4380.0,Pkm/a,"""Die Teilnehmenden legten durchschnittlich   12 Kilometer pro Tag zurück.""",DLR 2021 Ich entlaste Städte S. 10,https://www.dlr.de/content/de/downloads/publikationen/broschueren/2021/projekt-ich-entlaste-staedte-ergebnisse.pdf?__blob=publicationFile&v=4
Ass_T_D_bus_metro_wage_driver,ud,Durchnittliche Lohnkosten Busfahrer:in & Straßenbahnfaher:in ,40320.0,€/a,Angenommen wird ein monatliches Bruttogehalt von 2800 € bei Lohnebenkosten von 20 % für Bus- und Straßenbahnfahrer:innen,Öffentlicher-Dienst.de,https://www.oeffentlichen-dienst.de/entgeltzahlung/3720-busfahrer.html
Ass_T_D_rail_wage_driver,ud,Durchnittliche Lohnkosten Lokführer,53280.0,€/a,Angenommen wird ein monatliches Bruttogehalt von 3700 € für Lokführer:innen bei Lohnebenkosten von 20 % ,Allianz pro Schiene,https://www.allianz-pro-schiene.de/themen/arbeitsplaetze/lokfuehrer/
Ass_T_D_shp_wage_driver,ud,Durchnittliche Lohnkosten Binnenschiffer,33120.0,€/a,Angenommen wird ein monatliches Bruttogehalt für Binnenschiffer von 2300 € bei Lohnebenkosten von 20 % ,Agentur für Arbeit,https://berufenet.arbeitsagentur.de/berufenet/faces/index;BERUFENETJSESSIONID=SThszFS1C8gARweQyADOjWpsOeiVZzNy16uoAcPxuj6eybwdgtPy!-1570856950?path=null/kurzbeschreibung/verdienstmoeglichkeiten&dkz=7285
Ass_T_C_planer_cost_per_invest_cost,ud,Anteil der Planerkosten an der Investitionssumme bei Infrastrukturmaßnahmen,0.05,%,"Abschätzung der Ing-Kosten mit  5 % der Investitionskosten, Schätzung basiert auf Honorarordnung für Architekten und Ingenieure (HOAI) sowie angegebenen Quellen; Verwendet um Stellen zu berechnen, die in der Verwaltung benötigt werden, um Infrastrukturmaßnahmen im Verkehrssektor zu planen",Stempowski und Mühlbacher S.8 Abb. 10; Kalusche und Herke S. 76; HOAI §§ 47 ff. ,"https://www-docs.b-tu.de/fg-bauoekonomie/public/Forschung/Publikationen/Kalusche-Wolfdietrich/2016/orientierungswerte.pdf
 https://www.stempkowski.at/wp-content/uploads/2015/04/NWB07_FA_Kennwerte-f%C3%BCr-Planungskosten.pdf"
Ass_T_C_yearly_costs_per_planer,ud,Jährliche Kosten Planerstelle,112000.0,€,Kostenschätzung Planerstelle unter Annahme von einem Stundensatz von 70 € und 1600 Arbeitsstunden pro Jahr,Schätzung auf Basis des Tarifvertrages  der Länder und des öffentlichen Dienstes  sowie generell erhobenenen Verwaltungsgebühren,https://www.mf.niedersachsen.de/startseite/themen/gebuhren/verwaltungskosten--gebuehren-1609.html
Ass_A_G_area_agri_pct_of_organic_2050,ud,Anstrebter Anteil an Ökolandbau 2050,0.2,%,"""Gemäß dem Nachhaltigkeitsziel der Bundesregierung wird der Anteil des Ökolandbaus bis 2050 auf 20 % der landwirtschaftlich genutzten Fläche erhöht. Auf diesen Flächen wird kein mineralischer Stickstoffdünger verwendet.""",UBA 2020 GreenSupreme S. 49,
Ass_A_G_area_agri_pct_of_organic_2016,ui,Anteil an Ökolandbau 2016,0.062330924093436414,%,siehe auch =LandwirtschaftBL!CI26,Destatis 2016: Landwirtschaftliche Betriebe und deren landwirtschaftlich genutzte Fläche (LF) nach Art der Bewirtschaftung - Jahr - regionale Tiefe: Kreise und krfr. Städte,https://www.regionalstatistik.de/genesis/online?operation=table&code=41141-04-02-4&bypass=true&levelindex=1&levelid=1631815556402#abreadcrumb
Ass_A_G_area_agri_pct_of_organic_2050_invest,ui,Investitionskosten für die Umstellung auf 20% Ökolandbau,920000000.0,€,"Investitionskosten wurden 2015 mit 92 Mio €/a bis 2025 angegeben, also für 2016-2025 = 10 Jahre dann 920 Mio. €.
""Für Umstellung auf 20% bzw. 50% Öko-Landwirtschaft bis 2025/2050: 
 (Erst-)Investitionen in Höhe von 92 Mio. € jährlich bis 2025 und 87 Mio. € danach. ""","Fraunhofer/UBA 2015 Vortragsfolien, S. 21",https://www.ecologic.eu/sites/default/files/event/2016/vortragsfolien_teil2.pdf
Ass_A_G_area_agri_organic_2050,ui,Auf Ökolandbau umzustellende landwirtschaftliche Fläche Deutschlands von 2016 bis 2050,2508024.8000000003,ha,Berechnung mit gesamter landwirtschaftlicher Fläche Deutschlands: =Flächen!G9*(Ass_A_G_area_agri_pct_of_organic_2050-D765),Berechnung,
Ass_A_G_area_agri_organic_ratio_invest_to_ha,ud,Investitionskosten pro ha landwirtschaftliche Fläche,366.8225290276236,€/ha,Berechnung =Ass_A_G_area_agri_pct_of_organic_2050_invest/Ass_A_G_area_agri_organic_2050,Berechnung,
Ass_A_G_consult_wage_per_day,ui,Beratungskosten für die Umstellung landwirtschaftlicher Betriebe,520.0,€/day,"""Sie wünschen eine Inhouse-Schulung für den Landberatung Nährstoffmanager? 300 € Halbtag/ 520 € Ganztag + Anfahrts- und ggf. Übernachtungskosten""",Landberatung,https://www.naehrstoffmanager.de/schulungen/
Ass_A_G_consult_ratio_wage_to_emplo,ud,,114400.0,€/a,Berechnung =Ass_A_G_consult_wage_per_day*220 bei 220 Arbeitstagen pro Jahr,Berechnung,
Ass_A_G_consult_invest_per_farm,ud,Beratungskosten für die Umstellung landwirtschaftlicher Betriebe,9520.0,€/a,"Höchstsatz 4000€ netto für die Beratung zur Umstellung landwirtschaftlicher Betriebe, Berechnung: =4000*1,19/Ass_A_G_consult_invest_pct_of_public
Annahme, dass alle Betriebe (auch bereits ökologische, da auch Beratung für reduzierten Düngereinsatz etc. vonnöten ist, das hier verwendete Programm wird lediglich als Prototyp betrachtet) diesen Höchstsatz (der pro Jahr gedacht ist), innerhalb des Umsetzungszeitraums einmal in Anspruch nehmen und genehmigt bekommen. Eigenanteil: 50%","Bundesanstalt für Landwirtschaft und Ernährung: Richtlinie ""Richtlinie über die Förderung der Beratung landwirtschaftlicher Unternehmen und Aquakulturunternehmen vor und während einer Umstellung auf die ökologische Produktionsweise sowie bei der Übernahme von ökologisch wirtschaftenden Unternehmen""",https://www.bundesprogramm.de/was-wir-tun/projekte-foerdern/umstellungsberatung/
Ass_A_G_consult_invest_pct_of_public,ud,Eigenanteil der Bundesanstalt für Landwirtschaft und Ernährung bei Beratungskosten,0.5,%,"Anteil der Kosten, die die Bundesregierung bei der Förderung für Umstellungsberatung übernimmt: ""Der Zuschuss beträgt bis zu 50 % der Beratungskosten, höchstens jedoch 4 000 Euro (netto) je Beratungsart""","Bundesanstalt für Landwirtschaft und Ernährung: Richtlinie ""Richtlinie über die Förderung der Beratung landwirtschaftlicher Unternehmen und Aquakulturunternehmen vor und während einer Umstellung auf die ökologische Produktionsweise sowie bei der Übernahme von ökologisch wirtschaftenden Unternehmen"" S.4",https://www.bundesprogramm.de/uploads/tx_bleinhaltselemente/BAnz_AT_14082019_B1.pdf
Ass_A_G_consult_invest_pct_of_wage,ud,Anteil der Personalkosten an den Beratungskosten für die Umstellung landwirtschaftlicher Betriebe,1.0,%,"Annahme, dass komplette Beratungskosten für das Gehalt verwendet werden.",,
Ass_A_P_fermen_dairycow_amount_2050,ui,Milchkühe Bestand 2050,1830000.0,,,UBA 2018 GreenSupreme S. 46,
Ass_A_P_fermen_nondairy_amount_2050,ui,Andere Rinder Bestand 2050,1620000.0,,,UBA 2018 GreenSupreme S. 47,
Ass_A_P_fermen_swine_amount_2050,ui,Schweine Bestand 2050,3860000.0,,,UBA 2018 GreenSupreme S. 48,
Ass_A_P_fermen_poultry_amount_2050,ui,Geflügel Bestand 2050,61500000.0,,,UBA 2018 GreenSupreme S. 49,
Ass_A_P_fermen_oanimal_amount_2050,ui,Andere Tiere Bestand 2050,1330000.0,,"Lediglich Schafe (790.000) + Pferde (540.000), da die RESCUE Studie keine weiteren Tierzahlen ausweist. Da diese beiden Tierarten aber auch 2018 schon den Großteil bei andere Tiere ausmachen, werden Ziegen u.a. vernachlässigt",UBA 2018 GreenSupreme S. 50,
Ass_A_P_fermen_dairycow_change,ud,Prozentuale Veränderung Bestand Milchkühe Referenzjahr-Zieljahr,-0.5537564924772611,%,Berechnung =Ass_A_P_fermen_dairycow_amount_2050/Fact_A_P_fermen_dairycow_amount_2018-1,,
Ass_A_P_fermen_nondairy_change,ud,Prozentuale Veränderung Bestand Andere Rinder Referenzjahr-Zieljahr,-0.7935872134159138,%,,,
Ass_A_P_fermen_swine_change,ud,Prozentuale Veränderung Bestand Schweine Referenzjahr-Zieljahr,-0.8540446827456993,%,,,
Ass_A_P_fermen_poultry_change,ud,Prozentuale Veränderung Bestand Geflügel Referenzjahr-Zieljahr,-0.648972121879619,%,,,
Ass_A_P_fermen_oanimal_change,ud,Prozentuale Veränderung Bestand Andere Tiere Referenzjahr-Zieljahr,-0.4503130529158412,%,,,
Ass_A_P_manure_CO2e_2050,ui,Gesamtemissionen Wirtschaftsdüngermanagement (CRF 3.B) 2050 nach RESCUE,990000.0,t/a,"""Es wird daher angenommen, dass ab 2030 alle Gärrestlager abgedeckt sind und bis 2050 alle erfassbaren Mengen an Gülle und Mist in Biogasanlagen vergoren werden. Damit können die THGEmissionen bis 2050 stark reduziert werden. Die verbleibenden Restemissionen liegen zwischen 0,99 und 1,85 Mio. t CO2Äq.""",UBA 2018 RESCUE S. 304,
Ass_A_P_manure_CO2e_2050_calculated,ui,Gesamtemissionen Wirtschaftsdüngermanagement (CRF 3.B) 2050 nach RESCUE-Tierzahlen und ohne Änderung an Emissionsfaktoren 2018 ,2528266.665894467,t/a,"Angenommen, es gäbe keine Verbesserung beim Wirtschaftsdüngermanagement an sich, dann würde alleine schon die Reduktion der Tierzahlen bei gleichbleibenden Faktoren des Wirtschaftdüngermanagements zu dieser Emissionsmenge 2050 führen:
=Ass_A_P_fermen_dairycow_amount_2050*LandwirtschaftBL!J26+Ass_A_P_fermen_nondairy_amount_2050*LandwirtschaftBL!P26+Ass_A_P_fermen_swine_amount_2050*LandwirtschaftBL!V26+Ass_A_P_fermen_poultry_amount_2050*LandwirtschaftBL!AB26+Ass_A_P_fermen_oanimal_amount_2050*LandwirtschaftBL!AH26+(Ass_A_P_fermen_dairycow_amount_2050+Ass_A_P_fermen_nondairy_amount_2050+Ass_A_P_fermen_swine_amount_2050+Ass_A_P_fermen_oanimal_amount_2050)*LandwirtschaftBL!AK26",,
Ass_A_P_manure_ratio_CO2e_to_amount_change,ud,Prozentuale Verbesserung bei den Emissionsfaktoren im Wirtschaftsdüngermanagement zwischen 2018 und 2050,-0.6084273809583487,%,Berechnung wird für alle (auch bundeslandspezifischen und tierspezifischen) Emissionsfaktoren angenommen: Ass_A_P_manure_CO2e_2050/Ass_A_P_manure_CO2e_2050_calculated-1,,
Ass_A_P_manure_residue_storage_gastight_invest,ufyi,"Info: Keine Investitionen in Gärrestelager-Abdeckungen (vorerst, kann erweitert werden)",,,"Argumentation, dass keine neuen Gärrestelager-Abdeckungen gebaut werden müssen: die 38% nicht abgedeckte Gärlager (NIR S. 472) werden bei einer Halbierung der Tierzahlen eh nicht gebraucht, also keine Nachrüstung nötig. 
Aber: de facto werden Gärrestelager abgedeckt! Problem ist, dass Daten zu Lagerkapazitäten und Investionskosten schwierig zu bekommen sind, siehe KTBL, die 2021 noch etwas veröffentlichen wollten: ""Das KTBL lässt derzeit aktuelle Kosten für die Nachrüstung oder den Neubau von Güllebehältern mit NH3-mindernden und gasdichten Abdeckungen anhand von Marktstudien und Praxiserhebun-gen ermitteln. Mit den Ergebnissen ist 2021 zu rechnen.""
Außerdem ist das Gülleaufkommen zu ermitteln, was mit den VS (volatile solids) Ausscheidungen (NIR S. 465) wohl nicht die richtige Größenordnung ergab (Summe gut 5.000.000 m3 VS/Gülle im Jahr).",KTBL 2021 Gasdichte Lagerung von Rinder- und Schweinegülle S. 21,https://www.ktbl.de/fileadmin/user_upload/Artikel/Energie/Guelle/Gasdichte_Guellelagerung.pdf
Ass_A_P_soil_N_application_2030_change,ud,"Veränderung der Emissionsfaktoren aus direkten Stickstoffeinträgen  aus  Mineraldüngern,  Wirtschaftsdüngern,  Gärresten,  Ernteresten  und  Klärschlämmen",-0.4897959183673469,%,"Die Emissionsfaktoren aus den Stickstoffeinträgen von Mineraldünger, Wirtschaftsdünger, Gärresten, Ernteresten, Klärschlämmen und deren indirekt folgenden Emissionen aus Auswaschung und reaktivem Stickstoff unterscheiden sich stark nach Bundesland, weswegen einheitliche Zielwerte nicht praktikabel sind. Stattdessen wird auf Grundlage des vom Ökoinstitut anvisierten Ziels einer Halbierung der Stickstoffüberschüsse (50 kg/ha statt 98 kg/ha) auch etwa eine Halbierung der 7 jeweiligen bundeslandspezifischen Emissionsfaktoren angenommen.
""Um  die  Stickstoffüberschüsse  auf  50  kg  ...  auf  Basis  der  Gesamtbilanz  zu  reduzieren,  müssen  bei  derzeitig  durchschnittlich  98  kg  N  Überschuss  (3  Jahresmittel  2014-2016)  die  Stickstoffeinsätze  um  ca.  48 ...  N/ha  sinken""
""Berücksichtigt  werden  dabei  Stickstoffeinträge  aus  Mineraldüngern,  Wirtschaftsdüngern,  Gärresten,  Ernteresten  und  Klärschlämmen""
""Unter Berücksichtigung der ebenfalls im Inventar enthaltenen indirekten  Emissionen  (die aus den reaktiven Stickstoffeinträgen in die Umwelt entstehen)  und  nach Umrechnung  von  Lachgas  in  CO2-eq.,  ergibt  sich  ein  Emissionsfaktor  pro Kilogramm ausgebrachtem Stickstoff von ca. 6,1 CO2eq./kg N""
""Für  die  Verringerung  der  indirekten  N2O-
Emissionen  als  Folge  von  ausgewaschenem  und  abgeflossenem  Stickstoff  liegt  derzeit  keine  Methodik zur genauen Quantifizierung vor und diese kann daher nicht abgeschätzt werden. Mit der Reduktion der Stickstoffeinsätze sind aber weitere Reduktionen möglich. """,Öko-Institut 2019: Quantifizierung von Maßnahmenvorschlägen der  deutschen Zivilgesellschaft zu  THG - Minderungspotenzialen  in der Landwirtschaft bis 2030 S. 18f,https://www.oeko.de/fileadmin/oekodoc/Quantifizierung-von-Massnahmenvorschlaegen-der_Klima-Allianz_Landwirtschaft.pdf
Ass_A_P_soil_CO2e_2050,ufyi,Gesamtemissionen Landwirtschaftliche Böden (CRF 3.D) 2050 nach RESCUE,12436151.0,t CO2eq/a,"""Eine zentrale Maßnahme ist daher die Erhöhung der Stickstoffeffizienz. In allen Szenarien wird durch eine gesteigerte Stickstoffeffizienz (z. B. erreichbar durch die Optimierung der Düngeplanung und der Ausbringungstechniken) und einem geringeren Mineraldüngerbedarf der Stickstoff-Gesamtüberschuss auf maximal 50 kg N pro ha bis 2030 gesenkt. Dadurch können vor allem direkte und indirekte Lachgas-Emissionen verringert werden""
""Die im Kapitel 4.1 genannten Annahmen führen zu den in Tabelle 47 dargestellten THG-Emissionen. 12.436.151 t CO2e/a""",UBA 2020: Transformationsprozess zum treibhausgasneutralen und ressourcenschonenden Deutschland - GreenSupreme S. 104,https://www.umweltbundesamt.de/publikationen/transformationsprozess-treibhausgasneutrales-ressourcenschonendes-deutschland-greensupreme
Ass_A_P_other_liming_calcit_amount_change,ud,Veränderung Gesamtmenge Calcit 2050,0.0,,Der Einsatzung Kalk zur Regulierung des pH-Wertes wird im gleichen Maße notwendig bleiben.,UBA RESCUE S. 304,https://www.umweltbundesamt.de/rescue
Ass_A_P_other_liming_dolomit_amount_change,ud,Veränderung Gesamtmenge Dolomit 2050,0.0,,Der Einsatzung Kalk zur Regulierung des pH-Wertes wird im gleichen Maße notwendig bleiben.,UBA RESCUE S. 304,https://www.umweltbundesamt.de/rescue
Ass_A_P_other_kas_amount_change,ud,Veränderung Gesamtmenge KAS 2050,0.0,,Der Einsatzung Kalk zur Regulierung des pH-Wertes wird im gleichen Maße notwendig bleiben.,UBA RESCUE S. 304,https://www.umweltbundesamt.de/rescue
Ass_A_P_other_urea_amount_change,ud,Veränderung der Harnstoffdüngung per ha Landwirtschaftsfläche,-0.4897959183673469,,Laut UBA darf im Zieljahr nur noch 50 kg/ha N-Überschuss vorhanden sein. Derzeit sind es 98 kg/ha (Mittel 2014-2016; vgl. Ökoinstitut 2019). Die Menge der ausgebrachten Stickstoffmenge muss sich also um einen Faktor 48/90 verringern.,"Öko-Institut 2019 Quantifizierung von Maßnahmenvorschlägen der deutschen Zivilgesellschaft zu THG-Minderungspotenzialen in der Landwirtschaft bis 2030, S.18",https://www.oeko.de/fileadmin/oekodoc/Quantifizierung-von-Massnahmenvorschlaegen-der_Klima-Allianz_Landwirtschaft.pdf
Ass_A_P_other_ecrop_amount_change,ud,Veränderung der Trockenmasse-Menge Energiepflanzen für energetische Nutzung,-1.0,,"Ausstieg aus der Energiepflanzennutzung, Biogasanlagen nur mit Gülle betreiben: ""Aufgrund von Nutzungskonkurrenzen um Anbauflächen werden ab dem Jahr 2030 in Deutschland außerdem keine nachwachsenden Rohstoffe mehr eigens für die energetische Nutzung angebaut.""",UBA RESCUE S. 304,https://www.umweltbundesamt.de/rescue
Ass_L_G_forest_nature_pct_2050,ui,Anteil Naturwald 2050,0.069,%,"""Erhöhung der ungenutzten Waldfläche auf 6,9%""",UBA 2019 RESCUE S. 305,
Ass_L_G_forest_nature_pct_change,ud,Änderung Anteil Naturwald bis 2050,1.4642857142857144,,Berechnung =Ass_L_G_forest_nature_pct_2050/Fact_L_G_forest_pct_of_nature_2018 -1,UBA 2019 RESCUE S. 305,
Ass_L_G_forest_conv_pct_2050,ud,Anteil bewirtschafteter Wald 2050,0.931,,Berechnung =1-Ass_L_G_forest_nature_pct_2050,,
Ass_L_G_forest_conv_pct_change,ud,Änderung Anteil bewirtschafteter Wald bis 2050,-0.04218106995884763,,Berechnung =Ass_L_G_forest_conv_pct_2050/Fact_L_G_forest_pct_of_conv_2018-1,,
Ass_L_G_forest_conv_area_2050,ui,Waldfläche herkömmlich bewirtschaftet 2050,9903936.105,ha,Berechnung =Fact_L_forest_conv_2018*(1+Ass_L_G_forest_conv_pct_change),Berechnung,
Ass_L_G_forest_CO2e_cb_per_ha_2050,ud,Positiver Emissionsfaktor feste Biomasse (ursprünglich aus Wald) durch energetische Nutzung Deutschland 2018,2.083313117254809,,"Annahme: Die Entnahme und energetische Nutzung fester Biomasse aus herkömmlichem Wald und damit deren cb Emissionen bleibt konstant. Da die herkömmlich bewirtschaftete Waldfläche sinkt, muss der ausgleichende cb  Emissionsfaktor für die energetische Nutzung steigen. Berechnung =Fact_L_G_forest_CO2e_cb_2018/Ass_L_G_forest_conv_area_2050",Berechnung,
Ass_L_G_forest_conv_dead_pct_2018,ud,"Anteil lichter oder toter Wald 2018, der 2050 bei nachhaltiger Bewirtschaftung wieder intakt und resilient ist",0.031,,"Addition der Flächenanteile in Schadstufe 3 (mind. 60%, starke Kronenverlichtung) und 4 (100%, abgestorben). Zugrundeliegende Überlegung ist, dass bei nachhaltiger Bewirtschaftung und Aufforstung diese Waldflächen, die derzeit nicht zur CO2-Speicherung beitragen, in Zukunft wieder intakt sind.",BMEL 2019 Waldstandserhebung 2018 S. 8,https://www.bmel.de/SharedDocs/Downloads/DE/Broschueren/ErgebnisseWaldzustandserhebung2018.pdf?__blob=publicationFile&v=5
Ass_L_G_forest_conv_area_afforestation_2021,ufyi,Nur zum Vergleich: Aufzuforstenden Waldfläche Deutschland 2021,277000.0,ha,"""Über 277.000 HEKTAR SCHADFLÄCHE MÜSSEN IN DEUTSCHLAND WIEDERBEWALDET WERDEN.""
Passt recht gut zu 10.000.000 ha Wald und 3,1% Flächenanteile Schadstufe 3 und 4.",Deutschland forstet auf,https://deutschland-forstet-auf.de/
Ass_L_G_forest_conv_CO2e_per_ha_2050,ud,Emissionsfaktor nachhaltig bewirtschafteter Wald 2020,-6.450304642480931,,Berechnung =Fact_L_G_forest_conv_CO2e_per_ha_2018/(1-Ass_L_G_forest_conv_dead_pct_2018),,
Ass_L_G_forest_afforestation_invest_per_ha_2020,ud,Investitionskosten Aufforstung pro ha 2020,6000.0,€,"""Die Situation auf den 245.000 Hektar (ha) Schadflächen seit Herbst 2017 ist der Bundesregierung im Einzelnen unbekannt. Es ist von Aufforstungskosten von durchschnittlich 5.000 bis 7.000 Euro/ha auszugehen, wobei die Extreme zwischen wenigen 1.000 Euro/ha bis über 15.000 Euro/ha schwanken.""",Deutscher Bundestag 2020 Waldschadenshilfen sowie Maßnahmen für mehr Klimaresilienz und Biodiversität der Wälder in Deutschland S.3,https://dserver.bundestag.de/btd/19/203/1920358.pdf
Ass_L_G_crop_organic_matter_pct_2050,ud,Ackerland Mineralboden mit humusaufbauenden Maßnahmen Anteil 2050,-0.25,%,"Unter den getroffenen Annahmen liegt das jährliche Einbindungspotenzial der Böden bei einer Umstellung der Bewirtschaftung auf 25 % der Ackerfläche bei 2,2 Mio. t CO2-eq..","Öko-Institut 2019 Quantifizierung von Maßnahmenvorschlägen der deutschen Zivilgesellschaft zu THG-Minderungspotenzialen in der Landwirtschaft bis 2030, S.33",https://www.oeko.de/fileadmin/oekodoc/Quantifizierung-von-Massnahmenvorschlaegen-der_Klima-Allianz_Landwirtschaft.pdf
Ass_L_G_wet_rewetting_invest_per_ha_2016,ud,Investitionskosten Wiedervernässung pro ha 2016,3000.0,€,"""Kosten für die Wiedervernässung 3.000 EUR je ha""",Uni Greifswald 2016 Alternative Nutzungsform: Paludikultur S. 33,https://www.bfn.de/fileadmin/BfN/wasser/Dokumente/NLA_10_Scha__fer_Alternative_Nutzungsform_Paludikultur_Praesentation.pdf
